bin_selection,time,x,xerr,x2,xerr2,n,v,verr,diodes_diode,diodes_diodeerr,diodes_m2,diodes_m2err,y,yerr
646,77683018.37938032,13002.858491939422,5.687323328771282e-05,12816.471119494498,3.882715195158139e-06,586.0,39991.46981399322,0.047629638204866195,0.0827390613050921,0.0020430368692513825,0.03231901198440329,0.030626176047247922,43.0,6.557438524302
647,77683018.68990222,13002.858692234513,5.3843781260081645e-05,12816.471117776433,3.141152982767673e-06,594.0,39991.51706582505,0.07246179029974334,0.07677096063686964,0.0022624971574089804,0.02990616977443543,0.031465590056531365,52.0,7.211102550927978
648,77683038.5440764,13002.858872483459,5.93423606601067e-05,12816.471117636169,4.024419280514291e-06,817.0,39991.540991309914,0.042729320016480894,0.07192152636247645,0.00217096860925312,0.027410475857337278,0.032429118144384705,101.0,10.04987562112089
649,77683014.05255146,13002.859071608917,6.043187681449399e-05,12816.471119287244,3.0189412091072897e-06,669.0,39991.4863578474,0.0098091283498187,0.06777468602818087,0.0017999184142454456,0.021535173401437194,0.03112195631553797,69.0,8.306623862918075
650,77683001.34527116,13002.859285973662,5.819358097339177e-05,12816.471118710988,3.815333939719873e-06,523.0,39991.481799999965,0.0,0.06381189146807248,0.0017983789690682957,0.03633962196971782,0.029699745941991693,38.0,6.164414002968976
651,77682997.09510753,13002.859482144133,5.7751456901244036e-05,12816.471122661009,3.426606323203972e-06,581.0,39991.557214457585,0.02440715477663971,0.06109545942169525,0.0016074706131468672,0.054480623664929104,0.03145566104887847,45.0,6.708203932499369
652,77682992.7137524,13002.8596803826,5.736389798057684e-05,12816.47111842495,3.957170817698798e-06,567.0,39991.55607530878,0.005098491834348139,0.05877436358134108,0.0012764720839945085,0.19147186057428922,0.11522843616917741,58.0,7.615773105863909
653,77682988.29269418,13002.859876134698,5.934250991535671e-05,12816.471119911643,4.050093194431841e-06,596.0,39991.567158053556,0.011550361143363315,0.056418357672588765,0.001260040402752255,0.8993704514590769,0.28213373514307055,63.0,7.937253933193772
654,77682983.8656502,13002.860076209818,5.159026320838555e-05,12816.471119753607,3.075270968437323e-06,552.0,39991.55486304313,0.024376929920026866,0.054423640866997,0.0013900829534305235,1.0877221880919095,0.21808440100549487,40.0,6.324555320336759
655,77682979.45895463,13002.86028112916,5.866760252569496e-05,12816.471121083148,4.420732207483327e-06,594.0,39991.54639023544,0.02814450196582344,0.05394907934138144,0.0011304949784469763,0.27798816493798273,0.13814211578334934,46.0,6.782329983125268
656,77682975.03915733,13002.86047979685,5.411876691459991e-05,12816.47112000921,3.5398999738451517e-06,557.0,39991.5880590666,0.0016920713877649866,0.052155508517254874,0.0012579870301504515,0.08485069134122,0.03926585599485719,75.0,8.660254037844387
657,77682970.6605529,13002.86068239818,5.712918865920435e-05,12816.471120440629,5.639540970530399e-06,587.0,39991.58359999963,0.0,0.05179864901918268,0.0011221231619255618,0.036730062908556835,0.03015218704738601,84.0,9.16515138991168
658,77682966.26720878,13002.860879303773,5.787857888200726e-05,12816.471120527161,4.364373480722264e-06,562.0,39991.605820641016,0.0013291202839061111,0.05114161533728445,0.0011645819738461288,0.030177294649043403,0.032593497833891955,61.0,7.810249675906654
659,77682961.71072067,13002.861080743358,6.177952251785629e-05,12816.471120969669,3.442644171753299e-06,638.0,39991.61740344856,0.00525470148225991,0.05056995525477425,0.0012040117306224033,0.02433751980997573,0.03191334257422309,51.0,7.14142842854285
660,77682957.13479887,13002.86128449701,5.544903322267118e-05,12816.471120265545,3.0689550004507634e-06,559.0,39991.52667441912,0.052080941001725424,0.04945467863760237,0.0015023825599152637,0.024577204699282495,0.029632895538079223,86.0,9.273618495495704
661,77682952.60293138,13002.861484557623,6.009280914579286e-05,12816.471119389902,3.944928455549358e-06,634.0,39991.49082444821,0.005417269656665661,0.04775047630884149,0.0013229073680301102,0.025246259899699308,0.029795046064624277,87.0,9.327379053088816
662,77682947.91263361,13002.86169221076,5.870606426301636e-05,12816.471120934451,4.4484833427652305e-06,586.0,39991.51988259376,0.031096433500068885,0.04650117679219035,0.0012983053910963077,0.02375504104828819,0.030001865345084325,60.0,7.745966692414834
663,77682943.3514994,13002.861888553192,5.463739135061864e-05,12816.471118823703,2.7068076928033727e-06,591.0,39991.573778003345,0.030021368492588456,0.04473555295929971,0.0012344262898706618,0.026993362461977893,0.03009055224922809,57.0,7.54983443527075
664,77682938.95649259,13002.86209742887,5.682050781031114e-05,12816.471119063772,3.80904556777468e-06,553.0,39991.60005949351,0.017155201210145528,0.042794886029958165,0.0012504920524710787,0.019840559571686935,0.02961965887944863,102.0,10.099504938362077
665,77682934.83192687,13002.862282973407,5.551204379543305e-05,12816.471120416129,4.434732419354636e-06,519.0,39991.56990000002,0.0,0.04138100805103498,0.0012004941458109279,0.025715314665458726,0.029642187857503322,90.0,9.486832980505138
666,77682930.57202013,13002.862482252363,6.172503449614427e-05,12816.471119821419,4.593151213028222e-06,595.0,39991.55944252138,0.00122185087449735,0.040590693779645616,0.0011236356109151288,0.025170228337597512,0.031888706157847155,132.0,11.489125293076057
667,77682926.0157258,13002.862685952552,5.8628387865774426e-05,12816.471118897716,4.562216574984649e-06,594.0,39991.574972390845,0.005779356068564248,0.0396827040434616,0.0012102220294222415,0.021973637642253442,0.030934793815296818,75.0,8.660254037844387
668,77682921.61224718,13002.86288363197,5.5577149676873624e-05,12816.471120024125,5.139361705531055e-06,565.0,39991.549255752725,0.016830943620799663,0.03802042538627594,0.0010729568503631923,0.027313604253958013,0.029292995543357687,159.0,12.609520212918492
669,77682917.2016714,13002.863080909625,5.691870792435689e-05,12816.471120439492,3.1050230569914035e-06,585.0,39991.538400512705,0.0005922008002892241,0.037637084078890264,0.0011352070959741813,0.018108193208737133,0.028415345028019165,134.0,11.575836902790225
670,77682912.66773315,13002.863282169501,6.284472288933868e-05,12816.471121117667,4.2934149669987795e-06,604.0,39991.54358162306,0.006137221073236594,0.03685716108450456,0.0011210007474102687,0.02780940430844117,0.030421426209885413,143.0,11.958260743101398
671,77682908.2430624,13002.86348203856,5.751699314386825e-05,12816.471119877137,2.843625454098886e-06,558.0,39991.56546344118,0.023376102000733288,0.03626519967389907,0.0012274290923372981,0.01706287197571427,0.03297422836818044,122.0,11.045361017187261
672,77682903.83641851,13002.863678639851,5.815076284446602e-05,12816.47112025535,4.43758080637291e-06,587.0,39991.60762861982,0.015219755383428561,0.035525293168205956,0.0011994010124797751,0.027656186297532068,0.03052086723105361,240.0,15.491933384829668
673,77682899.2945045,13002.863883788032,6.127206958709476e-05,12816.471119362059,3.222006323576519e-06,588.0,39991.643247108375,0.0016760793733188166,0.03550744652919832,0.0010411893624537474,0.01559542638407885,0.030653580807913933,286.0,16.911534525287763
674,77682895.02659678,13002.864089115052,5.5679120678057106e-05,12816.471119107222,4.7139964920430366e-06,516.0,39991.63529999962,0.0,0.03488407423944842,0.0010602610249310215,0.022981393428683515,0.03153555659094433,194.0,13.92838827718412
675,77682890.92122065,13002.864285373757,5.647674801749131e-05,12816.471121643126,5.0528468282248705e-06,552.0,39991.597804710145,0.019674331601539086,0.03401269209901859,0.0011123157840686132,0.024254431742708325,0.03251511403509661,145.0,12.041594578792296
676,77682886.49200623,13002.864488691237,5.8149366773319346e-05,12816.47112172893,4.976470569852083e-06,590.0,39991.56071271136,0.02104950727074709,0.03462563654719083,0.0012148493106642836,0.01733394708312499,0.0322200131079306,194.0,13.92838827718412
677,77682881.94147603,13002.864692260366,5.964493379325852e-05,12816.471120704557,3.007627595407082e-06,590.0,39991.54081593181,0.0033526692268918737,0.034075932976361245,0.0011514343986282292,0.02875730015980539,0.0312895163156331,245.0,15.652475842498529
678,77682877.38485852,13002.864890606246,5.437718415835134e-05,12816.47111824936,4.302194806742857e-06,589.0,39991.5203497456,0.021676088460325732,0.03430070931206857,0.0011555567191479153,0.01812952144181406,0.031085414901606965,121.0,11.0
679,77682872.99912229,13002.865082777827,5.251684148768788e-05,12816.471120619912,6.533541253116342e-06,553.0,39991.500424051024,0.014190749569243353,0.033906040015504645,0.0010899295282441157,0.026881329791057496,0.03184477377039671,84.0,9.16515138991168
680,77682868.72234243,13002.865284609874,5.806912488683102e-05,12816.471119978896,3.252160784261337e-06,561.0,39991.52845989292,0.005796434802878785,0.033662220781726905,0.001165929622824965,0.020232373139229817,0.03029133354729955,105.0,10.246950765959598
681,77682864.33414668,13002.865482665135,5.446423103864912e-05,12816.471123069765,6.287138144037896e-06,592.0,39991.56340000026,0.0,0.03429818683021522,0.0012738996428937977,0.02538540284515741,0.032593142020355945,96.0,9.797958971132712
682,77682859.48208727,13002.865688482414,6.192009368446472e-05,12816.471120767115,4.3266077767833315e-06,669.0,39991.429644394455,0.03966396635125022,0.03439737382149988,0.0011695260722320228,0.01926314631333224,0.03082465057062454,111.0,10.535653752852738
683,77682854.65105633,13002.865887684184,5.5586583455480754e-05,12816.471122271056,3.044096201003953e-06,592.0,39991.52763513506,0.03549967968532071,0.03418317241020009,0.0010498366913371665,0.027176738529819264,0.03076542373473221,51.0,7.14142842854285
684,77682850.10232686,13002.86608799673,5.916965086777827e-05,12816.471122324749,3.838640734853677e-06,597.0,39991.455557286135,0.0423746109347888,0.03429881411895677,0.0011665192694685562,0.017586188468272635,0.0302118794750902,71.0,8.426149773176359
685,77682845.69569623,13002.866286566847,5.533779329037617e-05,12816.471123685396,3.3032966211854372e-06,548.0,39991.47123065669,0.026423325137406167,0.033273330033708706,0.0011560985799292452,0.029700716773173857,0.03093602220127373,49.0,7.0
686,77682841.30314495,13002.86647858712,5.392644763571122e-05,12816.471122725294,3.2629916779647728e-06,591.0,39991.49948392501,0.009508033841435979,0.03323246005802086,0.0013215123184103605,0.018362146865474757,0.031261370057589395,47.0,6.855654600401044
687,77682836.78150818,13002.866680862366,6.38034444838932e-05,12816.471123499821,3.268229434554985e-06,601.0,39991.499790349255,0.011915367124168309,0.032497800263627676,0.0010739866040123131,0.028736722423675736,0.03018989374058012,54.0,7.3484692283495345
688,77682832.31433056,13002.866886144115,5.856310226144622e-05,12816.471122064613,4.533345060197708e-06,552.0,39991.51292173946,0.05331456046269746,0.03251403399543985,0.0011125919031601335,0.020513447409759238,0.029773049662486523,59.0,7.681145747868608
689,77682828.22042787,13002.867081085318,5.6927919072692706e-05,12816.471120902183,3.7576232478888658e-06,508.0,39991.61240000021,0.0,0.03291349003912731,0.001132712289495416,0.021430073170877948,0.030795753626294557,64.0,8.0
690,77682823.96672437,13002.867276087554,5.647235369305987e-05,12816.471120857404,3.934633525816319e-06,597.0,39991.5288132333,0.01855771269475052,0.032815047224310105,0.0011837779161012094,0.026007791484296276,0.02969687950383959,77.0,8.774964387392123
691,77682819.12644489,13002.86748730951,6.119243684654081e-05,12816.471120559721,2.7789546027948657e-06,665.0,39991.55058571474,0.010575753290778565,0.03273535931167452,0.0011804732053779057,0.019939730107335275,0.02910324015907483,51.0,7.14142842854285
692,77682814.44652753,13002.86768718992,5.550560213793555e-05,12816.471123271313,3.711052304957382e-06,552.0,39991.50962065247,0.0200029555260519,0.03201110459619984,0.0011875857026622265,0.027434089647753342,0.03250477754908898,68.0,8.246211251235321
693,77682810.06141609,13002.867883062521,5.478331841100667e-05,12816.471124703108,2.919036148148776e-06,593.0,39991.52462714955,0.017528303983595884,0.03249313571392497,0.0011522099635631012,0.015650582013192384,0.030091677536363742,56.0,7.483314773547883
694,77682805.51675743,13002.868079703918,5.663017785889447e-05,12816.471123271125,4.020512406706938e-06,590.0,39991.53862118671,0.001048473036664911,0.03194401973682511,0.0010347559215669586,0.025901183129478676,0.030914831110591408,66.0,8.12403840463596
695,77682801.12248383,13002.868277260257,5.5998484583674194e-05,12816.471121115981,4.2462824665451555e-06,561.0,39991.53638074861,0.004165682941207691,0.032541161235097225,0.0012223095178137567,0.016211334252992413,0.030060142637916624,39.0,6.244997998398398
696,77682796.71922392,13002.868474209572,5.8906828154996655e-05,12816.471119754575,2.8815947521476824e-06,590.0,39991.529091694676,0.0034403057001098874,0.03220103124399249,0.0012421531195401336,0.022936909415595712,0.030623139655701702,52.0,7.211102550927978
697,77682792.16471428,13002.868672635548,5.874585956436857e-05,12816.471122582998,3.7134246698686576e-06,588.0,39991.52637619067,0.00924092321428344,0.032077175188732494,0.0010656602824925302,0.022996913659870874,0.03077778047059478,42.0,6.48074069840786
698,77682787.44981888,13002.868875622758,5.873335904436914e-05,12816.471121869015,2.7795879575023594e-06,632.0,39991.54444905077,0.02331740879380083,0.031953054553353004,0.0011644426147104266,0.024320522496640976,0.03181921201361245,64.0,8.0
699,77682782.57255824,13002.86908623849,5.95706601357267e-05,12816.471121180448,3.6255319068498457e-06,632.0,39991.462399999684,0.013963470568248454,0.03247143178105743,0.0011715810734369977,0.018483574099186377,0.030585374073827016,63.0,7.937253933193772
700,77682777.89175196,13002.869284021717,5.410621182800601e-05,12816.471122876514,3.797896625241881e-06,591.0,39991.55510000015,0.0,0.03202526978958777,0.0011320482246786308,0.028503324291477446,0.031105041196874506,62.0,7.874007874011811
701,77682773.21511646,13002.869485277024,5.803498637210056e-05,12816.471121522936,3.845601363381426e-06,631.0,39991.46680713125,0.028379061078833503,0.03201615217290294,0.0011905478348583909,0.017937317253668084,0.02990308725446857,66.0,8.12403840463596
702,77682768.67080107,13002.869679800431,5.74912675532708e-05,12816.471121543407,2.770652034450893e-06,561.0,39991.47137647007,0.006219716552910271,0.031839912690411,0.001354937275921432,0.026286798279359418,0.03126959346268941,51.0,7.14142842854285
703,77682764.09429373,13002.869875174107,5.723593320322815e-05,12816.471123286878,3.610240608454186e-06,636.0,39991.47419999943,0.0,0.03201968313351005,0.0011304198512689077,0.020483855393986245,0.03028885475534598,67.0,8.18535277187245
704,77682761.03128456,13002.869996414378,6.473112051611484e-06,12816.47112261408,5.207793537083272e-06,174.0,39991.47420000005,0.0,0.031154484898475263,0.0013376878991242162,0.03281236846185358,0.030384817454616922,29.0,5.385164807134504
